"id","brand","colorway","estimatedMarketValue","gender","image","links","name","releaseDate","releaseYear","retailPrice","silhouette","sku","story","UID","createdAt","updatedAt","publishedAt"
"2","ASICS","Black/Pure","225","men","{'360': [], 'small': 'https://image.goat.com/750/attachments/product_template_pictures/images/095/297/756/original/1203A430_001.png.png', 'original': 'https://image.goat.com/attachments/product_template_pictures/images/095/297/756/original/1203A430_001.png.png', 'thumbnail': 'https://image.goat.com/375/attachments/product_template_pictures/images/095/297/756/original/1203A430_001.png.png'}","{'goat': 'https://goat.com/sneakers/atmos-x-undermycar-x-gel-kayano-14-black-pure-silver-1203a430-001', 'stockX': 'https://stockx.com/asics-gel-kayano-14-atmos-undermycar-black', 'flightClub': 'https://flightclub.com/atmos-x-undermycar-x-gel-kayano-14-black-pure-silver-1203a430-001', 'stadiumGoods': ''}","ASICS Gel-Kayano 14 atmos Undermycar Black","09/12/2023","2023","150","Gel Kayano","1203A430-001;;2023-11-30T21:17:32.638Z",",lm,l,m","a9a624f2-89ca-40db-a3cc-4b0ecfc1402a","2023-12-05T21:23:43.450Z","2023-12-05T21:23:43.450Z","null"
